,posterior,prior,likelihood,rule
0,765.0846865460655,-30.217541292402966,795.3022278384685,"""lambda x: tuple_(or_(e_(get_(x, i, ""MACD""), get_(x, i, ""RSI-based MA"")), get_(x, i, ""gravestone_doji"")), g_(get_(x, i, ""open""), getp_(x, i, 10, ""close"")), 1, 3.5)"""
1,765.0846865460655,-30.217541292402966,795.3022278384685,"""lambda x: tuple_(or_(e_(get_(x, i, ""MACD""), get_(x, i, ""RSI-based MA"")), get_(x, i, ""gravestone_doji"")), g_(get_(x, i, ""open""), getp_(x, i, 10, ""open"")), 1, 3.5)"""
2,765.2321473579465,-30.070080480522066,795.3022278384685,"""lambda x: tuple_(or_(g_(get_(x, i, ""Histogram""), 1), get_(x, i, ""gravestone_doji"")), g_(get_(x, i, ""open""), getp_(x, i, 10, ""low"")), 1, 3.0)"""
3,765.2321473579465,-30.070080480522066,795.3022278384685,"""lambda x: tuple_(or_(g_(get_(x, i, ""Histogram""), 1), get_(x, i, ""gravestone_doji"")), g_(get_(x, i, ""open""), getp_(x, i, 10, ""low"")), 1, 2.5)"""
4,765.2321473579465,-30.070080480522066,795.3022278384685,"""lambda x: tuple_(or_(e_(get_(x, i, ""RSI""), 1), get_(x, i, ""gravestone_doji"")), g_(get_(x, i, ""open""), getp_(x, i, 10, ""open"")), 1, 1.5)"""
5,765.2321473579465,-30.070080480522066,795.3022278384685,"""lambda x: tuple_(or_(g_(get_(x, i, ""Histogram""), 1), get_(x, i, ""gravestone_doji"")), g_(get_(x, i, ""open""), getp_(x, i, 10, ""low"")), 1, 4.5)"""
6,765.3723686185174,-29.92985921995119,795.3022278384685,"""lambda x: tuple_(or_(not_(ge_(get_(x, i, ""RSI-based MA""), get_(x, i, ""Histogram""))), get_(x, i, ""gravestone_doji"")), g_(get_(x, i, ""open""), getp_(x, i, 10, ""close"")), 1, 0)"""
7,765.7429729817125,-29.559254856756077,795.3022278384685,"""lambda x: tuple_(or_(g_(get_(x, i, ""Histogram""), 1), get_(x, i, ""gravestone_doji"")), g_(get_(x, i, ""open""), getp_(x, i, 10, ""open"")), 1, 0)"""
8,765.7429729817125,-29.559254856756077,795.3022278384685,"""lambda x: tuple_(or_(g_(get_(x, i, ""Histogram""), 1), get_(x, i, ""gravestone_doji"")), g_(get_(x, i, ""open""), getp_(x, i, 10, ""low"")), 1, 0)"""
9,765.7429729817125,-29.559254856756077,795.3022278384685,"""lambda x: tuple_(or_(g_(get_(x, i, ""Signal""), 1), get_(x, i, ""gravestone_doji"")), g_(get_(x, i, ""open""), getp_(x, i, 10, ""low"")), 1, 0)"""
